x,y
0,0
0.0,0.0
4.9809734904587275,0.4357787137382908
9.961946980917455,0.8715574274765816
14.942920471376183,1.3073361412148725
19.92389396183491,1.7431148549531632
24.904867452293637,2.178893568691454
29.885840942752363,2.6146722824297446
34.86681443321109,3.0504509961680353
39.84778792366982,3.486229709906326
44.82876141412855,3.9220084236446167
49.80973490458728,4.357787137382908
56.7830977912295,4.967877336616515
61.7830977912295,4.967877336616515
66.7830977912295,4.967877336616515
71.7830977912295,4.967877336616515
76.7830977912295,4.967877336616515
81.7830977912295,4.967877336616515
86.7830977912295,4.967877336616515
91.7830977912295,4.967877336616515
96.7830977912295,4.967877336616515
101.7830977912295,4.967877336616515
106.7830977912295,4.967877336616515
111.7830977912295,4.967877336616515
111.7830977912295,4.967877336616515
116.76407128168822,5.4036560503548055
121.74504477214694,5.839434764093096
126.72601826260566,6.275213477831387
131.7069917530644,6.7109921915696775
136.6879652435231,7.146770905307968
143.66132813016532,7.756861104541575
148.66132813016532,7.756861104541575
153.66132813016532,7.756861104541575
158.66132813016532,7.756861104541575
163.66132813016532,7.756861104541575
168.66132813016532,7.756861104541575
173.66132813016532,7.756861104541575
173.66132813016532,7.756861104541575
178.64230162062404,8.192639818279867
183.62327511108276,8.628418532018157
188.60424860154149,9.064197245756448
188.60424860154149,9.064197245756448
188.60424860154149,9.064197245756448
188.60424860154149,9.064197245756448
188.60424860154149,9.064197245756448
194.94840311079804,12.022525077941344
194.94840311079804,12.022525077941344
194.94840311079804,12.022525077941344
197.34254411407773,18.600373423442704
197.34254411407773,18.600373423442704
197.34254411407773,18.600373423442704
197.34254411407773,18.600373423442704
197.34254411407773,18.600373423442704
197.34254411407773,18.600373423442704
195.63244339744938,23.298836527372245
193.92234268082103,27.997299631301786
192.21224196419269,32.69576273523133
190.50214124756434,37.39422583916087
188.792040530936,42.09268894309041
187.08193981430765,46.79115204701995
185.3718390976793,51.48961515094949
183.66173838105095,56.18807825487903
181.26759737777127,62.76592660038039
179.45586406205362,69.52740738440387
178.58762317371898,74.45144614946491
177.37208593005047,81.34510042055037
177.37208593005047,81.34510042055037
176.50384504171583,86.26913918561141
175.6356041533812,91.19317795067245
